# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 30 20:29:12 2018
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
#
loc_rowid,pl_name,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_kepflag,pl_nnotes,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_disc,hd_name,hip_name
1509,Kepler-1303 b,Kepler-1303,b,Transit,7.56127224,0.00004120,-0.00004120,0,,,,,,,,,,,,,0.127,0.031,-0.012,0,,,,,1,1,905.00,211.91,-86.28,0,14.640,,0,Kepler-band,,,,5771.00,85.68,-110.62,0,1.01,0.05,-0.05,0,1.00,0.24,-0.09,0,,,,,1.420,0.350,-0.140,0,0.013,0.003,-0.001,0,2016,,
1510,Kepler-1304 b,Kepler-1304,b,Transit,16.12888530,0.00011910,-0.00011910,0,,,,,,,,,,,,,0.204,0.017,-0.047,0,,,,,1,1,682.00,49.28,-44.95,0,15.022,,0,Kepler-band,,,,5259.00,97.24,-121.88,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,,,,,2.290,0.190,-0.530,0,0.021,0.002,-0.005,0,2016,,
1511,Kepler-1305 b,Kepler-1305,b,Transit,13.56309720,0.00013850,-0.00013850,0,,,,,,,,,,,,,0.168,0.031,-0.017,0,,,,,1,1,1343.00,235.66,-139.15,0,15.785,,0,Kepler-band,,,,5701.00,138.16,-175.79,0,0.97,0.06,-0.06,0,0.96,0.17,-0.09,0,,,,,1.880,0.350,-0.190,0,0.017,0.003,-0.002,0,2016,,
1512,Kepler-1306 b,Kepler-1306,b,Transit,16.29595382,0.00007404,-0.00007404,0,,,,,,,,,,,,,0.170,0.040,-0.016,0,,,,,1,1,1130.00,260.75,-108.74,0,15.243,,0,Kepler-band,,,,5727.00,140.59,-132.91,0,0.98,0.07,-0.06,0,0.97,0.22,-0.09,0,,,,,1.910,0.450,-0.180,0,0.018,0.004,-0.002,0,2016,,
1513,Kepler-1307 b,Kepler-1307,b,Transit,18.01621096,0.00009522,-0.00009522,0,,,,,,,,,,,,,0.220,0.059,-0.024,0,,,,,1,1,1396.00,366.01,-147.88,0,15.394,,0,Kepler-band,,,,5884.00,77.63,-103.16,0,1.06,0.07,-0.06,0,1.08,0.29,-0.11,0,,,,,2.470,0.660,-0.270,0,0.023,0.006,-0.002,0,2016,,
1514,Kepler-1308 b,Kepler-1308,b,Transit,2.10433812,0.00000424,-0.00000424,0,,,,,,,,,,,,,0.046,0.005,-0.004,0,,,,,1,1,73.00,7.38,-7.51,0,14.488,,0,Kepler-band,,,,3468.00,33.65,-30.71,0,0.35,0.04,-0.04,0,0.34,0.03,-0.03,0,,,,,0.520,0.060,-0.050,0,0.005,0.001,0.000,0,2016,,
1515,Kepler-1309 b,Kepler-1309,b,Transit,28.84326470,0.00026520,-0.00026520,0,,,,,,,,,,,,,0.211,0.018,-0.018,0,,,,,1,1,845.00,62.94,-61.48,0,15.652,,0,Kepler-band,,,,5235.00,99.72,-154.88,0,0.85,0.05,-0.05,0,0.80,0.06,-0.05,0,,,,,2.370,0.200,-0.200,0,0.022,0.002,-0.002,0,2016,,
1516,Kepler-131 b,Kepler-131,b,Transit,16.09200000,,,0,,,,,,,,,0.05100,0.01100,-0.01100,0,0.215,0.018,-0.018,0,6.00000,1.98000,-1.98000,0,1,1,,,,,11.525,,0,Kepler-band,,,,5685.00,74.00,-74.00,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,0.05100,0.01100,-0.01100,0,2.410,0.200,-0.200,0,0.022,0.002,-0.002,0,2014,,
1517,Kepler-131 c,Kepler-131,c,Transit,25.51690000,,,0,,,,,,,,,0.02600,0.01900,-0.01900,0,0.075,0.006,-0.006,0,77.70000,55.00000,-55.00000,0,1,1,,,,,11.525,,0,Kepler-band,,,,5685.00,74.00,-74.00,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,0.02600,0.01900,-0.01900,0,0.840,0.070,-0.070,0,0.008,0.001,-0.001,0,2014,,
1518,Kepler-1310 b,Kepler-1310,b,Transit,0.67933627,0.00000072,-0.00000072,0,,,,,,,,,,,,,0.128,0.014,-0.011,0,,,,,1,1,583.00,62.38,-50.12,0,14.159,,0,Kepler-band,,,,5549.00,136.60,-124.53,0,0.91,0.05,-0.06,0,0.88,0.10,-0.07,0,,,,,1.440,0.160,-0.120,0,0.013,0.001,-0.001,0,2016,,
1519,Kepler-1311 b,Kepler-1311,b,Transit,11.17269940,0.00013870,-0.00013870,0,,,,,,,,,,,,,0.111,0.022,-0.023,0,,,,,1,1,705.00,150.27,-148.60,0,13.349,,0,Kepler-band,,,,5748.00,87.26,-72.30,0,1.05,0.08,-0.06,0,1.40,0.30,-0.30,0,,,,,1.240,0.250,-0.260,0,0.011,0.002,-0.002,0,2016,,
1520,Kepler-1311 c,Kepler-1311,c,Transit,2.53573424,0.00001018,-0.00001018,0,,,,,,,,,,,,,0.109,0.025,-0.021,0,,,,,1,1,705.00,150.27,-148.60,0,13.349,,0,Kepler-band,,,,5748.00,87.26,-72.30,0,1.05,0.08,-0.06,0,1.40,0.30,-0.30,0,,,,,1.220,0.280,-0.240,0,0.011,0.003,-0.002,0,2016,,
1521,Kepler-1312 b,Kepler-1312,b,Transit,5.44832529,0.00000735,-0.00000735,0,,,,,,,,,,,,,0.187,0.007,-0.006,0,,,,,1,1,305.00,10.04,-10.16,0,12.430,,0,Kepler-band,,,,5719.00,71.88,-58.57,0,0.99,0.03,-0.03,0,0.92,0.03,-0.03,0,,,,,2.100,0.080,-0.070,0,0.019,0.001,-0.001,0,2016,,
1522,Kepler-1313 b,Kepler-1313,b,Transit,3.83309118,0.00000534,-0.00000534,0,,,,,,,,,,,,,0.157,0.005,-0.007,0,,,,,1,1,187.00,6.24,-6.55,0,11.799,,0,Kepler-band,,,,5453.00,82.15,-76.05,0,0.92,0.03,-0.03,0,0.85,0.03,-0.03,0,,,,,1.760,0.060,-0.080,0,0.016,0.001,-0.001,0,2016,,
1523,Kepler-1314 b,Kepler-1314,b,Transit,5.42474928,0.00000397,-0.00000397,0,,,,,,,,,,,,,0.456,0.017,-0.017,0,,,,,1,1,462.00,22.44,-26.25,0,16.406,,0,Kepler-band,,,,4188.00,92.28,-113.71,0,0.60,0.02,-0.02,0,0.59,0.02,-0.02,0,,,,,5.110,0.190,-0.190,0,0.047,0.002,-0.002,0,2016,,
1524,Kepler-1315 b,Kepler-1315,b,Transit,0.84338011,0.00000082,-0.00000082,0,,,,,,,,,,,,,0.123,0.007,-0.005,0,,,,,1,1,505.00,23.50,-25.43,0,14.975,,0,Kepler-band,,,,4861.00,81.92,-112.47,0,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,,,,,1.380,0.080,-0.060,0,0.013,0.001,-0.001,0,2016,,
1525,Kepler-1316 b,Kepler-1316,b,Transit,87.97321360,0.00052310,-0.00052310,0,,,,,,,,,,,,,0.316,0.049,-0.034,0,,,,,1,1,753.00,115.83,-80.78,0,14.000,,0,Kepler-band,,,,5884.00,97.80,-96.34,0,1.04,0.05,-0.05,0,1.12,0.17,-0.12,0,,,,,3.540,0.550,-0.380,0,0.032,0.005,-0.003,0,2016,,
1526,Kepler-1317 b,Kepler-1317,b,Transit,0.56887443,0.00000060,-0.00000060,0,,,,,,,,,,,,,0.139,0.008,-0.007,0,,,,,1,1,734.00,39.07,-38.63,0,15.230,,0,Kepler-band,,,,5144.00,84.20,-69.20,0,0.83,0.04,-0.04,0,0.79,0.04,-0.04,0,,,,,1.560,0.090,-0.080,0,0.014,0.001,-0.001,0,2016,,
1527,Kepler-1318 b,Kepler-1318,b,Transit,213.25766300,0.00105100,-0.00105100,0,,,,,,,,,,,,,0.277,0.015,-0.013,0,,,,,1,1,475.00,20.13,-23.51,0,15.165,,0,Kepler-band,,,,4598.00,63.77,-51.73,0,0.73,0.03,-0.04,0,0.70,0.02,-0.03,0,,,,,3.110,0.170,-0.150,0,0.029,0.002,-0.001,0,2016,,
1528,Kepler-1319 b,Kepler-1319,b,Transit,2.88676265,0.00000337,-0.00000337,0,,,,,,,,,,,,,0.120,0.064,-0.007,0,,,,,1,2,114.00,6.13,-6.26,0,14.717,,0,Kepler-band,,,,3655.00,45.46,-50.09,0,0.56,0.01,-0.02,0,0.54,0.02,-0.02,0,,,,,1.340,0.720,-0.080,0,0.012,0.007,-0.001,0,2016,,
1529,Kepler-132 b,Kepler-132,b,Transit,6.17819600,0.00002200,-0.00002200,0,,,,,,,,,,,,,0.108,0.021,-0.021,0,,,,,1,1,,,,,11.818,,0,Kepler-band,,,,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.210,0.240,-0.240,0,0.011,0.002,-0.002,0,2014,,
1530,Kepler-132 c,Kepler-132,c,Transit,6.41491400,0.00001900,-0.00001900,0,,,,,,,,,,,,,0.114,0.022,-0.022,0,,,,,1,1,,,,,11.818,,0,Kepler-band,,,,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.280,0.250,-0.250,0,0.012,0.002,-0.002,0,2014,,
1531,Kepler-132 d,Kepler-132,d,Transit,18.01019900,0.00006700,-0.00006700,0,,,,,,,,,,,,,0.138,0.027,-0.027,0,,,,,1,1,,,,,11.818,,0,Kepler-band,,,,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.550,0.300,-0.300,0,0.014,0.003,-0.003,0,2014,,
1532,Kepler-132 e,Kepler-132,e,Transit,110.28693740,0.00087800,-0.00087800,0,,,,,,,,,,,,,0.105,0.014,-0.011,0,,,,,1,1,,,,,11.818,,0,Kepler-band,,,,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.180,0.160,-0.120,0,0.011,0.001,-0.001,0,2016,,
1533,Kepler-1320 b,Kepler-1320,b,Transit,0.86838653,0.00000116,-0.00000116,0,,,,,,,,,,,,,0.152,0.006,-0.010,0,,,,,1,1,771.00,32.72,-30.73,0,15.898,,0,Kepler-band,,,,4817.00,51.95,-67.43,0,0.80,0.03,-0.04,0,0.74,0.03,-0.03,0,,,,,1.700,0.070,-0.110,0,0.016,0.001,-0.001,0,2016,,
1534,Kepler-1321 b,Kepler-1321,b,Transit,11.12830484,0.00002043,-0.00002043,0,,,,,,,,,,,,,0.439,0.054,-0.054,0,,,,,1,1,547.00,94.33,-53.71,0,16.835,,0,Kepler-band,,,,4094.00,91.20,-86.13,0,0.54,0.07,-0.04,0,0.53,0.06,-0.04,0,,,,,4.920,0.600,-0.610,0,0.045,0.005,-0.006,0,2016,,
1535,Kepler-1321 c,Kepler-1321,c,Transit,2.22649109,0.00000524,-0.00000524,0,,,,,,,,,,,,,0.214,0.027,-0.016,0,,,,,1,1,547.00,94.33,-53.71,0,16.835,,0,Kepler-band,,,,4094.00,91.20,-86.13,0,0.54,0.07,-0.04,0,0.53,0.06,-0.04,0,,,,,2.400,0.300,-0.180,0,0.022,0.003,-0.002,0,2016,,
1536,Kepler-1322 b,Kepler-1322,b,Transit,0.96286738,0.00000204,-0.00000204,0,,,,,,,,,,,,,0.144,0.018,-0.012,0,,,,,1,1,1217.00,151.54,-99.32,0,15.810,,0,Kepler-band,,,,5488.00,151.55,-103.39,0,0.90,0.05,-0.06,0,0.87,0.11,-0.07,0,,,,,1.610,0.200,-0.130,0,0.015,0.002,-0.001,0,2016,,
1537,Kepler-1323 b,Kepler-1323,b,Transit,0.92990668,0.00000075,-0.00000075,0,,,,,,,,,,,,,0.136,0.029,-0.021,0,,,,,1,1,530.00,114.09,-81.27,0,12.410,,0,Kepler-band,,,,6169.00,74.24,-59.83,0,1.18,0.11,-0.06,0,1.40,0.30,-0.21,0,,,,,1.520,0.330,-0.240,0,0.014,0.003,-0.002,0,2016,,
1538,Kepler-1324 b,Kepler-1324,b,Transit,4.11584468,0.00000855,-0.00000855,0,,,,,,,,,,,,,0.135,0.007,-0.008,0,,,,,1,1,522.00,21.01,-24.16,0,15.141,,0,Kepler-band,,,,4776.00,54.15,-70.56,0,0.78,0.03,-0.04,0,0.73,0.02,-0.03,0,,,,,1.510,0.080,-0.090,0,0.014,0.001,-0.001,0,2016,,
1539,Kepler-1325 b,Kepler-1325,b,Transit,33.87868380,0.00023340,-0.00023340,0,,,,,,,,,,,,,0.255,0.036,-0.042,0,,,,,1,1,955.00,136.72,-71.35,0,15.160,,0,Kepler-band,,,,5550.00,82.37,-93.24,0,0.93,0.04,-0.05,0,0.91,0.13,-0.06,0,,,,,2.860,0.400,-0.470,0,0.026,0.004,-0.004,0,2016,,
1540,Kepler-1326 b,Kepler-1326,b,Transit,42.35142670,0.00013720,-0.00013720,0,,,,,,,,,,,,,0.373,0.135,-0.068,0,,,,,1,1,910.00,320.92,-167.63,0,12.852,,0,Kepler-band,,,,6725.00,280.90,-196.41,0,1.45,0.21,-0.16,0,1.74,0.63,-0.32,0,,,,,4.180,1.510,-0.760,0,0.038,0.014,-0.007,0,2016,,
1541,Kepler-1327 b,Kepler-1327,b,Transit,14.88801098,0.00008768,-0.00008768,0,,,,,,,,,,,,,0.161,0.052,-0.018,0,,,,,1,1,688.00,164.10,-76.08,0,13.914,,0,Kepler-band,,,,5885.00,115.84,-121.67,0,1.02,0.07,-0.07,0,1.03,0.25,-0.11,0,,,,,1.800,0.580,-0.200,0,0.016,0.005,-0.002,0,2016,,
1542,Kepler-1328 b,Kepler-1328,b,Transit,4.52158888,0.00002184,-0.00002184,0,,,,,,,,,,,,,0.087,0.018,-0.008,0,,,,,1,1,630.00,129.61,-60.03,0,13.836,,0,Kepler-band,,,,5780.00,91.61,-90.02,0,1.00,0.06,-0.06,0,0.99,0.20,-0.09,0,,,,,0.980,0.200,-0.090,0,0.009,0.002,-0.001,0,2016,,
1543,Kepler-1329 b,Kepler-1329,b,Transit,9.33646594,0.00003106,-0.00003106,0,,,,,,,,,,,,,0.194,0.005,-0.014,0,,,,,1,1,624.00,20.04,-24.24,0,15.911,,0,Kepler-band,,,,4500.00,38.73,-38.83,0,0.72,0.02,-0.02,0,0.69,0.02,-0.02,0,,,,,2.170,0.060,-0.160,0,0.020,0.001,-0.001,0,2016,,
1544,Kepler-133 b,Kepler-133,b,Transit,8.12997600,0.00003800,-0.00003800,0,,,,,,,,,,,,,0.157,0.027,-0.027,0,,,,,1,1,,,,,12.848,,0,Kepler-band,,,,5736.00,100.00,-100.00,0,,,,,1.43,0.24,-0.24,0,,,,,1.760,0.300,-0.300,0,0.016,0.003,-0.003,0,2014,,
1545,Kepler-133 c,Kepler-133,c,Transit,31.51758600,0.00015800,-0.00015800,0,,,,,,,,,,,,,0.253,0.043,-0.043,0,,,,,1,1,,,,,12.848,,0,Kepler-band,,,,5736.00,100.00,-100.00,0,,,,,1.43,0.24,-0.24,0,,,,,2.840,0.480,-0.480,0,0.026,0.004,-0.004,0,2014,,
1546,Kepler-1330 b,Kepler-1330,b,Transit,10.10769068,0.00004951,-0.00004951,0,,,,,,,,,,,,,0.147,0.036,-0.012,0,,,,,1,1,939.00,222.22,-75.42,0,15.017,,0,Kepler-band,,,,5608.00,83.00,-112.79,0,0.97,0.05,-0.05,0,0.94,0.23,-0.07,0,,,,,1.650,0.400,-0.130,0,0.015,0.004,-0.001,0,2016,,
1547,Kepler-1331 b,Kepler-1331,b,Transit,0.78916165,0.00000121,-0.00000121,0,,,,,,,,,,,,,0.094,0.008,-0.007,0,,,,,1,1,365.00,31.79,-30.43,0,15.031,,0,Kepler-band,,,,4508.00,243.21,-204.59,0,0.72,0.05,-0.05,0,0.69,0.05,-0.04,0,,,,,1.050,0.090,-0.080,0,0.010,0.001,-0.001,0,2016,,
1548,Kepler-1332 b,Kepler-1332,b,Transit,11.87456832,0.00003749,-0.00003749,0,,,,,,,,,,,,,0.122,0.008,-0.004,0,,,,,1,1,515.00,22.51,-21.12,0,13.756,,0,Kepler-band,,,,5581.00,83.36,-69.91,0,0.95,0.03,-0.04,0,0.90,0.04,-0.03,0,,,,,1.370,0.090,-0.050,0,0.013,0.001,0.000,0,2016,,
1549,Kepler-1333 b,Kepler-1333,b,Transit,109.64718420,0.00070770,-0.00070770,0,,,,,,,,,,,,,0.251,0.036,-0.022,0,,,,,1,1,958.00,134.34,-92.46,0,15.162,,0,Kepler-band,,,,5628.00,142.84,-162.16,0,0.94,0.06,-0.06,0,0.92,0.13,-0.08,0,,,,,2.810,0.400,-0.250,0,0.026,0.004,-0.002,0,2016,,
1550,Kepler-1334 b,Kepler-1334,b,Transit,15.64591713,0.00007265,-0.00007265,0,,,,,,,,,,,,,0.204,0.028,-0.016,0,,,,,1,1,1047.00,141.02,-79.34,0,15.241,,0,Kepler-band,,,,5614.00,91.79,-87.50,0,0.94,0.04,-0.05,0,0.91,0.12,-0.06,0,,,,,2.290,0.310,-0.180,0,0.021,0.003,-0.002,0,2016,,
1551,Kepler-1335 b,Kepler-1335,b,Transit,6.26406846,0.00002706,-0.00002706,0,,,,,,,,,,,,,0.129,0.009,-0.008,0,,,,,1,1,628.00,28.34,-38.14,0,15.329,,0,Kepler-band,,,,4903.00,66.92,-62.59,0,0.77,0.04,-0.04,0,0.74,0.03,-0.04,0,,,,,1.450,0.100,-0.090,0,0.013,0.001,-0.001,0,2016,,
1552,Kepler-1336 b,Kepler-1336,b,Transit,23.19868100,0.00025460,-0.00025460,0,,,,,,,,,,,,,0.177,0.027,-0.036,0,,,,,1,1,822.00,119.57,-166.90,0,14.056,,0,Kepler-band,,,,5512.00,86.32,-66.78,0,0.94,0.05,-0.04,0,1.30,0.19,-0.26,0,,,,,1.980,0.300,-0.400,0,0.018,0.003,-0.004,0,2016,,
1553,Kepler-1336 c,Kepler-1336,c,Transit,5.77721211,0.00002788,-0.00002788,0,,,,,,,,,,,,,0.153,0.024,-0.031,0,,,,,1,1,822.00,119.57,-166.90,0,14.056,,0,Kepler-band,,,,5512.00,86.32,-66.78,0,0.94,0.05,-0.04,0,1.30,0.19,-0.26,0,,,,,1.710,0.270,-0.350,0,0.016,0.002,-0.003,0,2016,,
1554,Kepler-1337 b,Kepler-1337,b,Transit,24.40025490,0.00010890,-0.00010890,0,,,,,,,,,,,,,0.215,0.009,-0.039,0,,,,,1,1,588.00,29.44,-46.10,0,15.858,,0,Kepler-band,,,,4523.00,51.15,-50.38,0,0.70,0.04,-0.05,0,0.67,0.03,-0.05,0,,,,,2.410,0.100,-0.440,0,0.022,0.001,-0.004,0,2016,,
1555,Kepler-1338 b,Kepler-1338,b,Transit,0.93511806,0.00000276,-0.00000276,0,,,,,,,,,,,,,0.082,0.017,-0.009,0,,,,,1,1,619.00,126.75,-67.09,0,13.615,,0,Kepler-band,,,,5909.00,114.45,-138.71,0,1.04,0.08,-0.07,0,1.05,0.21,-0.11,0,,,,,0.920,0.190,-0.100,0,0.008,0.002,-0.001,0,2016,,
1556,Kepler-1339 b,Kepler-1339,b,Transit,1.34155513,0.00000370,-0.00000370,0,,,,,,,,,,,,,0.063,0.005,-0.004,0,,,,,1,1,267.00,18.41,-15.41,0,12.299,,0,Kepler-band,,,,5586.00,51.01,-56.05,0,0.94,0.03,-0.04,0,0.93,0.06,-0.05,0,,,,,0.710,0.060,-0.040,0,0.007,0.001,0.000,0,2016,,
1557,Kepler-134 b,Kepler-134,b,Transit,5.31742900,0.00000800,-0.00000800,0,,,,,,,,,,,,,0.178,0.035,-0.035,0,,,,,1,1,,,,,12.324,,0,Kepler-band,,,,5983.00,150.00,-150.00,0,,,,,1.18,0.23,-0.23,0,,,,,2.000,0.390,-0.390,0,0.018,0.004,-0.004,0,2014,,
1558,Kepler-134 c,Kepler-134,c,Transit,10.10578500,0.00005300,-0.00005300,0,,,,,,,,,,,,,0.112,0.022,-0.022,0,,,,,1,1,,,,,12.324,,0,Kepler-band,,,,5983.00,150.00,-150.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.260,0.250,-0.250,0,0.012,0.002,-0.002,0,2014,,
1559,Kepler-1340 b,Kepler-1340,b,Transit,0.66502692,0.00000160,-0.00000160,0,,,,,,,,,,,,,0.138,0.062,-0.024,0,,,,,1,1,1421.00,620.30,-262.92,0,14.758,,0,Kepler-band,,,,6331.00,166.81,-219.14,0,1.27,0.20,-0.14,0,1.42,0.64,-0.25,0,,,,,1.550,0.700,-0.270,0,0.014,0.006,-0.002,0,2016,,
1560,Kepler-1341 b,Kepler-1341,b,Transit,132.99683220,0.00092430,-0.00092430,0,,,,,,,,,,,,,0.267,0.037,-0.033,0,,,,,1,1,466.00,16.32,-15.71,0,15.028,,0,Kepler-band,,,,4662.00,43.09,-46.26,0,0.79,0.02,-0.03,0,0.72,0.02,-0.02,0,,,,,2.990,0.420,-0.370,0,0.027,0.004,-0.003,0,2016,,
1561,Kepler-1342 b,Kepler-1342,b,Transit,2.21571036,0.00000812,-0.00000812,0,,,,,,,,,,,,,0.148,0.020,-0.012,0,,,,,1,1,941.00,113.75,-77.19,0,15.392,,0,Kepler-band,,,,5527.00,128.51,-178.84,0,0.93,0.05,-0.06,0,0.90,0.11,-0.06,0,,,,,1.660,0.220,-0.130,0,0.015,0.002,-0.001,0,2016,,
1562,Kepler-1343 b,Kepler-1343,b,Transit,3.35183158,0.00001113,-0.00001113,0,,,,,,,,,,,,,0.172,0.022,-0.017,0,,,,,1,1,1307.00,167.65,-122.36,0,15.526,,0,Kepler-band,,,,5759.00,107.08,-75.84,0,0.95,0.06,-0.08,0,0.93,0.11,-0.08,0,,,,,1.930,0.250,-0.190,0,0.018,0.002,-0.002,0,2016,,
1563,Kepler-1344 b,Kepler-1344,b,Transit,4.76830490,0.00001895,-0.00001895,0,,,,,,,,,,,,,0.164,0.045,-0.018,0,,,,,1,1,851.00,228.06,-93.93,0,14.083,,0,Kepler-band,,,,5981.00,78.95,-91.31,0,1.09,0.09,-0.07,0,1.13,0.31,-0.12,0,,,,,1.840,0.500,-0.200,0,0.017,0.005,-0.002,0,2016,,
1564,Kepler-1345 b,Kepler-1345,b,Transit,44.61695570,0.00033290,-0.00033290,0,,,,,,,,,,,,,0.211,0.095,-0.041,0,,,,,1,1,1164.00,507.55,-227.09,0,13.791,,0,Kepler-band,,,,6449.00,123.48,-141.28,0,1.32,0.22,-0.14,0,1.55,0.69,-0.30,0,,,,,2.360,1.060,-0.460,0,0.022,0.010,-0.004,0,2016,,
1565,Kepler-1346 b,Kepler-1346,b,Transit,3.40165668,0.00001161,-0.00001161,0,,,,,,,,,,,,,0.141,0.050,-0.019,0,,,,,1,1,1123.00,399.75,-152.85,0,14.497,,0,Kepler-band,,,,6133.00,118.39,-160.70,0,1.14,0.15,-0.08,0,1.21,0.43,-0.15,0,,,,,1.580,0.560,-0.210,0,0.014,0.005,-0.002,0,2016,,
